nombre,codigo,descripcion,tipo_unidad,tipo
TACOS EXPANSIVOS 1 1/4,H1433,TACOS EXPANSIVOS 1 1/4,UND,Inventario
MANGUERA DE CARGA 1X1 M-M,H1434,MANGUERA DE CARGA 1X1 M-M,UND,Inventario
TUBO TF 50X 4 M TORO,H1435,TUBO TF 50X 4 M TORO,UND,Inventario
MANGUERA CORRUGADA TIGRE FLEX,H1436,MANGUERA CORRUGADA TIGRE FLEX,UND,Inventario
CODO SOSO 45X3/4,H1437,CODO SOSO 45X3/4,UND,Inventario
BOMBA SUMERGIBLE INOX 1HP TRUPER 110V,H1438,BOMBA SUMERGIBLE INOX 1HP TRUPER 110V,UND,Inventario
NEPLO INOX 1/2 X 8 (20 CM),H1439,NEPLO INOX 1/2 X 8 (20 CM),UND,Inventario
CODO 90 PRESION X 75MM,H1440,CODO 90 PRESION X 75MM,UND,Inventario
"ABRAZADERA AZUL 63 DE 2""",H1441,"ABRAZADERA AZUL 63 DE 2""",UND,Inventario
CODO ADAPTADOR 90 ROSC M 25X1/2,H1442,CODO ADAPTADOR 90 ROSC M 25X1/2,UND,Inventario
TANQUE HIDRONEUMATICO METAL 60 LITROS  VERTICAL,H1443,TANQUE HIDRONEUMATICO METAL 60 LITROS  VERTICAL,UND,Inventario
VALVULA ESFERA GAS 3/4 PALANCA H-H ITAP 266,H1444,VALVULA ESFERA GAS 3/4 PALANCA H-H ITAP 266,UND,Inventario
RODILLO DE ESPONJA,H1445,RODILLO DE ESPONJA,UND,Inventario
EMPAQUE CAUCHO #19 TUBO ABASTO,H1446,EMPAQUE CAUCHO #19 TUBO ABASTO,UND,Inventario
MALLA MOSQUITERA AZUAL ALTO,H1447,MALLA MOSQUITERA AZUAL ALTO,UND,Inventario
TEE REDUCIDA 32X25X32,H1448,TEE REDUCIDA 32X25X32,UND,Inventario
"VALVULA ESFERA GAS NIBCO AMARILLO 1""",H1449,"VALVULA ESFERA GAS NIBCO AMARILLO 1""",UND,Inventario
CODO INOX 3/4 POR CACHIMBA,H1450,CODO INOX 3/4 POR CACHIMBA,UND,Inventario
TEE TF REDUCIDA 40 X 32 X 40,H1451,TEE TF REDUCIDA 40 X 32 X 40,UND,Inventario
PUNTA TALADRO ESTRELLA,H1452,PUNTA TALADRO ESTRELLA,UND,Inventario
REDUCTOR PVC BUJE DESAGUE 160X100 MM RIVAL,H1453,REDUCTOR PVC BUJE DESAGUE 160X100 MM RIVAL,UND,Inventario
"CODO HN RANURADO 90X4""",H1454,"CODO HN RANURADO 90X4""",UND,Inventario
"COLGADOR PERA 6""",H1455,"COLGADOR PERA 6""",UND,Inventario
"UNION CU SOSO 1/2""",H1456,"UNION CU SOSO 1/2""",UND,Inventario
"DISCO CORTE DEWALT 7""",H1457,"DISCO CORTE DEWALT 7""",UND,Inventario
TANQUE ROTOPLAST 1100 L NEGRO BOTELLA ,H1458,TANQUE ROTOPLAST 1100 L NEGRO BOTELLA ,UND,Inventario
ADAPTADOR ROCA H 63X2,H1459,ADAPTADOR ROCA H 63X2,UND,Inventario
TUBO DE ABASTO 1/2 X 1/8 X 40 CM MH,H1460,TUBO DE ABASTO 1/2 X 1/8 X 40 CM MH,UND,Inventario
TEE PVC DESAGUE 50 MM TIGRE,H1461,TEE PVC DESAGUE 50 MM TIGRE,UND,Inventario
LIJA POR METRO N0. 120,H1462,LIJA POR METRO N0. 120,UND,Inventario
CODO ROSCABLE AGUA CALIENTE 90X20 AZUL,H1463,CODO ROSCABLE AGUA CALIENTE 90X20 AZUL,UND,Inventario
ABRAZADERA AZUL 50 MM,H1464,ABRAZADERA AZUL 50 MM,UND,Inventario
"VALVULA CHEK 3"" HORIZONTAL",H1465,"VALVULA CHEK 3"" HORIZONTAL",UND,Inventario
VALVULA CHEK VERTIC HORIZON EUROPEA BRONCE 1 1/2,H1466,VALVULA CHEK VERTIC HORIZON EUROPEA BRONCE 1 1/2,UND,Inventario
NUDO PVC 1 1/4 POSCABLE,H1467,NUDO PVC 1 1/4 POSCABLE,UND,Inventario
MANOMETRO 90 PSI SECO 2 1-2,H1468,MANOMETRO 90 PSI SECO 2 1-2,UND,Inventario
TUBO EMT 1-2 EVLITE ELEC,H1469,TUBO EMT 1-2 EVLITE ELEC,UND,Inventario
"TEE INOX DE 1""",H1470,"TEE INOX DE 1""",UND,Inventario
CODO HG 1/2 CACHIMBA,H1471,CODO HG 1/2 CACHIMBA,UND,Inventario
TAPON MACHO 1/2 ROSCADO,H1472,TAPON MACHO 1/2 ROSCADO,UND,Inventario
BUSHING HG 4X3 CIFUSA,H1473,BUSHING HG 4X3 CIFUSA,UND,Inventario
"ADAPTADOR SO HE 1/2"" DE COBRE",H1474,"ADAPTADOR SO HE 1/2"" DE COBRE",UND,Inventario
TEE REDUCIDA 63X32X63 PN25,H1475,TEE REDUCIDA 63X32X63 PN25,UND,Inventario
REDUCCION COBRE 1/2 X 1/4,H1476,REDUCCION COBRE 1/2 X 1/4,UND,Inventario
"PLATINA 1"" X 3/16 X 6 METROS",H1477,"PLATINA 1"" X 3/16 X 6 METROS",UND,Inventario
"TUBERIA AZUL PEAD 25 MM X 1,60 ",H1478,"TUBERIA AZUL PEAD 25 MM X 1,60 ",UND,Inventario
TAPON PVC MACHO 50 MM,H1479,TAPON PVC MACHO 50 MM,UND,Inventario
ADAPTADOR MACHO 3/4 NIBCO,H1480,ADAPTADOR MACHO 3/4 NIBCO,UND,Inventario
MANGUERA FLEXIBLE MONOCOMANDO FV,H1481,MANGUERA FLEXIBLE MONOCOMANDO FV,UND,Inventario
TE MECANICA RANURADA 4 X 2 1/2,H1482,TE MECANICA RANURADA 4 X 2 1/2,UND,Inventario
REGUALDOR HUMCAR 35K AJUST C7M 610717,H1483,REGUALDOR HUMCAR 35K AJUST C7M 610717,UND,Inventario
LIJA NEGRA #60,H1484,LIJA NEGRA #60,UND,Inventario
"TAPA PVC HEMBRA ROSCABLE 1/2""",H1485,"TAPA PVC HEMBRA ROSCABLE 1/2""",UND,Inventario
"REDUCCION HN 1 1/2 X 1""",H1486,"REDUCCION HN 1 1/2 X 1""",UND,Inventario
BOMBA DE CALOR PARA PISCINA IBAX FULL INVERTER CAPACIDAD DE CALENTAMIENTO ,H1487,BOMBA DE CALOR PARA PISCINA IBAX FULL INVERTER CAPACIDAD DE CALENTAMIENTO ,UND,Inventario
TUBO TF 25 MM X 4 M TORO,H1488,TUBO TF 25 MM X 4 M TORO,UND,Inventario
TORNILLO TRIPATO 1 1/2,H1489,TORNILLO TRIPATO 1 1/2,UND,Inventario
CODO AC CED40 45X1,H1490,CODO AC CED40 45X1,UND,Inventario
"CRUZ RANURADA 2 1/2""",H1491,"CRUZ RANURADA 2 1/2""",UND,Inventario
BROCA IRVIN METAL 3/8,H1492,BROCA IRVIN METAL 3/8,UND,Inventario
TANQUE 10000 LITROS,H1493,TANQUE 10000 LITROS,UND,Inventario
PINTURA SPRAY CHIMENEA PRO ALTA,H1494,PINTURA SPRAY CHIMENEA PRO ALTA,UND,Inventario
PIOLA N0. 4,H1495,PIOLA N0. 4,UND,Inventario
VARILLA CORRUGADA 12 MM,H1496,VARILLA CORRUGADA 12 MM,UND,Inventario
REGULADOR DE 1 ERA 10 PSI ROJO,H1497,REGULADOR DE 1 ERA 10 PSI ROJO,UND,Inventario
IMPERMEABILIZANTE IMPERPOL NEGRO,H1498,IMPERMEABILIZANTE IMPERPOL NEGRO,UND,Inventario
VALVULA ESFERA GAS 1/4 PALANCA H-H GENEBRE,H1499,VALVULA ESFERA GAS 1/4 PALANCA H-H GENEBRE,UND,Inventario
"GEOTEXTIL1,5 MTS DE ANCHO ROLLO 300 MTS",H1500,"GEOTEXTIL1,5 MTS DE ANCHO ROLLO 300 MTS",UND,Inventario
CALENTADOR ACUMULADOR 40 GALONES,H1501,CALENTADOR ACUMULADOR 40 GALONES,UND,Inventario
REDUCCION MH 50MM A 25MM PN25,H1502,REDUCCION MH 50MM A 25MM PN25,UND,Inventario
REGULADOR PRIMERA ETAPA 14KL 1/4X1/4 RECA 912 MAS MANOMETRO,H1503,REGULADOR PRIMERA ETAPA 14KL 1/4X1/4 RECA 912 MAS MANOMETRO,UND,Inventario
"TAPON RANURADO 3""",H1504,"TAPON RANURADO 3""",UND,Inventario
TAPON HEMBRA AI ROSCABLE 1/2,H1505,TAPON HEMBRA AI ROSCABLE 1/2,UND,Inventario
UNION FUSION AZUL 20 POLIMEZ,H1506,UNION FUSION AZUL 20 POLIMEZ,UND,Inventario
REDUCCION HN 1 1/4 X 1/2 ,H1507,REDUCCION HN 1 1/4 X 1/2 ,UND,Inventario
TEE REDUCIDA 63X25,H1508,TEE REDUCIDA 63X25,UND,Inventario
FULMINANTES,H1509,FULMINANTES,UND,Inventario
ROCIADOR AUTOCOLGANTE 3/4 GRIS,H1510,ROCIADOR AUTOCOLGANTE 3/4 GRIS,UND,Inventario
NEPLO INOX 3/4 X 4,H1511,NEPLO INOX 3/4 X 4,UND,Inventario
"VALVULA DE ALIVIO 1""",H1512,"VALVULA DE ALIVIO 1""",UND,Inventario
MANOMETRO VERT 1/4 300 PSI WINTERS,H1513,MANOMETRO VERT 1/4 300 PSI WINTERS,UND,Inventario
SIERRA 12X10 PARA MAQUINA,H1514,SIERRA 12X10 PARA MAQUINA,UND,Inventario
TEE TF ROSCABLE H 32X3/4,H1515,TEE TF ROSCABLE H 32X3/4,UND,Inventario
REDUCCION TF HH 25 A 20 TORO,H1516,REDUCCION TF HH 25 A 20 TORO,UND,Inventario
TIMBRADOR 30 MTS,H1517,TIMBRADOR 30 MTS,UND,Inventario
UNIVERSAL SOLDABLE 75 MM,H1518,UNIVERSAL SOLDABLE 75 MM,UND,Inventario
CORTADOR DE TUNO STANLEY 1/8 X 1/8,H1519,CORTADOR DE TUNO STANLEY 1/8 X 1/8,UND,Inventario
"BOMBA HIDRAULICA SUMERGIBLE 5,5 HP 2""",H1520,"BOMBA HIDRAULICA SUMERGIBLE 5,5 HP 2""",UND,Inventario
CABLE  ANTIFLAMA 18AWG 2 HILOS PARA SISTEMA CONTRAINCENDIOS 100% COBRE 305,H1521,CABLE  ANTIFLAMA 18AWG 2 HILOS PARA SISTEMA CONTRAINCENDIOS 100% COBRE 305,UND,Inventario
SIKA FLEX GRIS,H1522,SIKA FLEX GRIS,UND,Inventario
REDUCCION MH 63MM A 25MM PN25,H1523,REDUCCION MH 63MM A 25MM PN25,UND,Inventario
TEE MECANICA RANURADA 6 X 2 1/2,H1524,TEE MECANICA RANURADA 6 X 2 1/2,UND,Inventario
PRESURIZADOR 1 1/2 HP 127V TRUPER,H1525,PRESURIZADOR 1 1/2 HP 127V TRUPER,UND,Inventario
"ADAPTADOR PVC M C40 PEGA/ROSCA 1 1/2"" TGR",H1526,"ADAPTADOR PVC M C40 PEGA/ROSCA 1 1/2"" TGR",UND,Inventario
"REGULADOR RECA 10 KG 0,5 PSI",H1527,"REGULADOR RECA 10 KG 0,5 PSI",UND,Inventario
TE  LISA 40 MM,H1528,TE  LISA 40 MM,UND,Inventario
TEE REDUCIDA 50X20X50 PN 25,H1529,TEE REDUCIDA 50X20X50 PN 25,UND,Inventario
BUJE TF 25X20 AZUL,H1530,BUJE TF 25X20 AZUL,UND,Inventario
CABLE ACERO 3/8,H1531,CABLE ACERO 3/8,UND,Inventario
COPA CARBURO GRA,H1532,COPA CARBURO GRA,UND,Inventario
REDUCCION INOX 1/2 X 1/4 MM,H1533,REDUCCION INOX 1/2 X 1/4 MM,UND,Inventario
CODO TF 45X20 MM AZUL,H1534,CODO TF 45X20 MM AZUL,UND,Inventario
REDUCCION PEGABLE 2X3/4 CAMPANA GOL,H1535,REDUCCION PEGABLE 2X3/4 CAMPANA GOL,UND,Inventario
"MEDIDOR DE GAS 6M3-1,5 BARTCL",H1536,"MEDIDOR DE GAS 6M3-1,5 BARTCL",UND,Inventario
"PERNO EXPANSIVO 3/8 X 4""",H1537,"PERNO EXPANSIVO 3/8 X 4""",UND,Inventario
TORNILLO C/LENTEJA ESTRELLA ,H1538,TORNILLO C/LENTEJA ESTRELLA ,UND,Inventario
LUZ LED CORRIENTE EM0055,H1539,LUZ LED CORRIENTE EM0055,UND,Inventario
REDUCCION TF MH 50 A 25,H1540,REDUCCION TF MH 50 A 25,UND,Inventario
BUJE PVC 1 1/2 X 1,H1541,BUJE PVC 1 1/2 X 1,UND,Inventario
NEPLO ROSCABLE 1 1/4,H1542,NEPLO ROSCABLE 1 1/4,UND,Inventario
TAPON MACHO 1 1/4 ULFM,H1543,TAPON MACHO 1 1/4 ULFM,UND,Inventario
RELE TERMICO CHINT 2-25,H1544,RELE TERMICO CHINT 2-25,UND,Inventario
TROZADORA,H1545,TROZADORA,UND,Inventario
RANURADORA,H1546,RANURADORA,UND,Inventario
PRENSA,H1547,PRENSA,UND,Inventario
TABLEROS PARA ANDAMIOS,H1548,TABLEROS PARA ANDAMIOS,UND,Inventario
ANDAMIOS,H1549,ANDAMIOS,UND,Inventario
REDUCTOTERS,H1550,REDUCTOTERS,UND,Inventario
arandela 3/8,H1551,arandela 3/8,UND,Inventario
ROCIADOR NORMADO ULFM  COLGANTE BLANCO CON EMBELLECEDOR 1/2,H1552,ROCIADOR NORMADO ULFM  COLGANTE BLANCO CON EMBELLECEDOR 1/2,UND,Inventario
SACABOCADOS 110,H1553,SACABOCADOS 110,UND,Inventario
TORNILLO #6 1/2,H1554,TORNILLO #6 1/2,UND,Inventario
BROCA CONCRETO #6,H1555,BROCA CONCRETO #6,UND,Inventario
POLITUBO 3/4 ROLLO,H1556,POLITUBO 3/4 ROLLO,UND,Inventario
CAJETINES HEXAGONALES,H1557,CAJETINES HEXAGONALES,UND,Inventario
POLITUBO DE 1/2,H1558,POLITUBO DE 1/2,UND,Inventario
CABLE ANTIFRAMA 2X18 AWG,H1559,CABLE ANTIFRAMA 2X18 AWG,UND,Inventario
CONECTOR POLITUBO 1/2,H1560,CONECTOR POLITUBO 1/2,UND,Inventario
SOLDADORA CON MÁSCARA,H1561,SOLDADORA CON MÁSCARA,UND,Inventario
HIDROLAVADORA CON MANGUERA ,H1562,HIDROLAVADORA CON MANGUERA ,UND,Inventario
TOMA CORRIENTE DE 2 ENCHUFES,H1563,TOMA CORRIENTE DE 2 ENCHUFES,UND,Inventario
ENCHUFES DE 3 PATAS,H1564,ENCHUFES DE 3 PATAS,UND,Inventario
"LLEVAR RETAZOS DE TUBO DE 1 1/2"" ACERO NEGRO",H1565,"LLEVAR RETAZOS DE TUBO DE 1 1/2"" ACERO NEGRO",UND,Inventario
EQUIPO OXICORTE,H1566,EQUIPO OXICORTE,UND,Inventario
CAUCHO REDUCTOR 2X 1 1/4 PARA LAVANDERIA,H1567,CAUCHO REDUCTOR 2X 1 1/4 PARA LAVANDERIA,UND,Inventario
Sacabocados 1 1/2,H1568,Sacabocados 1 1/2,UND,Inventario
Varilla 12mm acero negro,H1569,Varilla 12mm acero negro,UND,Inventario
Tuerca 3/8,H1570,Tuerca 3/8,UND,Inventario
Pistola para anclar,H1571,Pistola para anclar,UND,Inventario
Taladro,H1572,Taladro,UND,Inventario
Broca 1/2 para metal para taladro,H1573,Broca 1/2 para metal para taladro,UND,Inventario
CODO INOX 1/2”X45 ROSCADO,H1574,CODO INOX 1/2”X45 ROSCADO,UND,Inventario
TAPON DE 1 1/2” MACHO INOX,H1575,TAPON DE 1 1/2” MACHO INOX,UND,Inventario
CONTADOR,H1576,CONTADOR,UND,Inventario
CONTADOR,H1577,CONTADOR,UND,Inventario
CONTADOR VOLUMETRICO PARA GAS DOMESTICO,H1578,CONTADOR VOLUMETRICO PARA GAS DOMESTICO,UND,Inventario
ADAPTADOR TF MACHO DE 1 1/2”X50MM,H1579,ADAPTADOR TF MACHO DE 1 1/2”X50MM,UND,Inventario
REDUCCION TF DE 50MM A 40MM,H1580,REDUCCION TF DE 50MM A 40MM,UND,Inventario
ROLLO DE CABLE #14 AWG FLEXIBLE COBRE  COLOR NEGRO,H1581,ROLLO DE CABLE #14 AWG FLEXIBLE COBRE  COLOR NEGRO,UND,Inventario
ROLLO DE CABLE #14 AWG FLEXIBLE COBRE  COLOR BLANCO,H1582,ROLLO DE CABLE #14 AWG FLEXIBLE COBRE  COLOR BLANCO,UND,Inventario
"LLAVE DE CORTE PRUEBAS 1/2""",H1583,"LLAVE DE CORTE PRUEBAS 1/2""",UND,Inventario
AMOLADORA PEQUEÑA,H1584,AMOLADORA PEQUEÑA,UND,Inventario
ROTOMARTILLO,H1585,ROTOMARTILLO,UND,Inventario
ANGULO 1 1/2 X4MM,H1586,ANGULO 1 1/2 X4MM,UND,Inventario
"PERNO EXPANSIVOS 3/8 X 2""",H1587,"PERNO EXPANSIVOS 3/8 X 2""",UND,Inventario
"PLATINA HN 1"" X 2MM",H1588,"PLATINA HN 1"" X 2MM",UND,Inventario
"TORNILLOS CON ROSCA #6 X 1 1/2""",H1589,"TORNILLOS CON ROSCA #6 X 1 1/2""",UND,Inventario
TUERCA #6,H1590,TUERCA #6,UND,Inventario
BUSHIN REDUCTOR INOX DE 1 1/2” A 1”,H1591,BUSHIN REDUCTOR INOX DE 1 1/2” A 1”,UND,Inventario
ADAPTADOR TF DE 32X1” ,H1592,ADAPTADOR TF DE 32X1” ,UND,Inventario
REDUCCION TF DE 40MM A 32MM,H1593,REDUCCION TF DE 40MM A 32MM,UND,Inventario
PUENTE TF DE 20MM ,H1594,PUENTE TF DE 20MM ,UND,Inventario
REDUCCION RANURADA DE 2 1/2” A 1 1/2”,H1595,REDUCCION RANURADA DE 2 1/2” A 1 1/2”,UND,Inventario
TEE TF DE 32MM A 25MM,H1596,TEE TF DE 32MM A 25MM,UND,Inventario
REDUCCION TF DE 32MM A 25MM,H1597,REDUCCION TF DE 32MM A 25MM,UND,Inventario
TUBO DE ABASTO 1/2-1/2 MACHO /HEMBRA,H1598,TUBO DE ABASTO 1/2-1/2 MACHO /HEMBRA,UND,Inventario
TERMOFUSIONADORA CON DADO 25,H1599,TERMOFUSIONADORA CON DADO 25,UND,Inventario
FULMINANTES VERDES,H1600,FULMINANTES VERDES,UND,Inventario
"TORNILLOS PARA MADERA 1""",H1601,"TORNILLOS PARA MADERA 1""",UND,Inventario
SIKA BOOM 300ML,H1602,SIKA BOOM 300ML,UND,Inventario
RETAZOS DE TUBERIA DE 20MM TF,H1603,RETAZOS DE TUBERIA DE 20MM TF,UND,Inventario
COPA PARA TORNILLO AUTOPERFORANTE ,H1604,COPA PARA TORNILLO AUTOPERFORANTE ,UND,Inventario
TAPON TF HEMBRA DE 20MM,H1605,TAPON TF HEMBRA DE 20MM,UND,Inventario
"TEE ranurada de 2""",H1606,"TEE ranurada de 2""",UND,Inventario
CODO DE TF 20X90 PE-AL-PE PARA GAS,H1607,CODO DE TF 20X90 PE-AL-PE PARA GAS,UND,Inventario
"CODO TF DE 20MMX1/2"" PE-AL-PE PARA GAS ",H1608,"CODO TF DE 20MMX1/2"" PE-AL-PE PARA GAS ",UND,Inventario
"TUBO PE-AL-PE DE 1/2"" PARA GAS",H1609,"TUBO PE-AL-PE DE 1/2"" PARA GAS",UND,Inventario
JUEGO DE CAJA DE CLAVOS  Y FULMINATES VERDES,H1610,JUEGO DE CAJA DE CLAVOS  Y FULMINATES VERDES,UND,Inventario
ROCIADOR COLGANTE NORMADO ULFM 1/2,H1611,ROCIADOR COLGANTE NORMADO ULFM 1/2,UND,Inventario
TARRAJAS 1/2,H1612,TARRAJAS 1/2,UND,Inventario
TARRAJAS 3/4,H1613,TARRAJAS 3/4,UND,Inventario
REDUCTOR 1 1/4 A 3/4 AC,H1614,REDUCTOR 1 1/4 A 3/4 AC,UND,Inventario
"CODO ROSCADO HG 90X  1/2""",H1615,"CODO ROSCADO HG 90X  1/2""",UND,Inventario
TUBO TF DE 32MM,H1616,TUBO TF DE 32MM,UND,Inventario
CABLE RARO,H1617,CABLE RARO,UND,Inventario
SAQUILLOS,H1618,SAQUILLOS,UND,Inventario
tablas de madera,H1619,tablas de madera,UND,Inventario
"VALVULA DE ALIVIO DE 1/2"" DE 300 PSI",H1620,"VALVULA DE ALIVIO DE 1/2"" DE 300 PSI",UND,Inventario
"BUSHIN INOX DE 1 1/4"" A 1"" ",H1621,"BUSHIN INOX DE 1 1/4"" A 1"" ",UND,Inventario
"UNION INOX DE 1 1/4""",H1622,"UNION INOX DE 1 1/4""",UND,Inventario
"VALVULA MARIPOSA DE 1/2"" PARA GAS ",H1623,"VALVULA MARIPOSA DE 1/2"" PARA GAS ",UND,Inventario
LLEVAR UNA LLAVE DE TUBO GRANDE,H1624,LLEVAR UNA LLAVE DE TUBO GRANDE,UND,Inventario
"VALVULA DOBLE CHECK O TOMA DE CARGA DE 1 1/4""",H1625,"VALVULA DOBLE CHECK O TOMA DE CARGA DE 1 1/4""",UND,Inventario
"TAPON INOX HEMBRA DE 3/4""",H1626,"TAPON INOX HEMBRA DE 3/4""",UND,Inventario
"VALVULA DE PALANCA DE 1""  PARA GAS",H1627,"VALVULA DE PALANCA DE 1""  PARA GAS",UND,Inventario
"MANGUERA NEGRA REFORZADA DE 1"" PARA TOMA DE CARGA CON ACOPLES MACHO/MACHO DE 1.20 MTS",H1628,"MANGUERA NEGRA REFORZADA DE 1"" PARA TOMA DE CARGA CON ACOPLES MACHO/MACHO DE 1.20 MTS",UND,Inventario
"ACOPLE ACNE DE 1 1/4"" A 1” DE BRONCE",H1629,"ACOPLE ACNE DE 1 1/4"" A 1” DE BRONCE",UND,Inventario
"TAPON INOX MACHO DE 3/4"" ",H1630,"TAPON INOX MACHO DE 3/4"" ",UND,Inventario
"MANGUERA METALICA CON VALVULA POOL DE 1/2"" DE 1.20MTS",H1631,"MANGUERA METALICA CON VALVULA POOL DE 1/2"" DE 1.20MTS",UND,Inventario
"REGULADOR 1ERA ETAPA DE 60 KG/H CON SUS ACOPLES SALIDA A 1/2""",H1632,"REGULADOR 1ERA ETAPA DE 60 KG/H CON SUS ACOPLES SALIDA A 1/2""",UND,Inventario
"VALVULA DE PALANCA DE 3/4"" INOX PARA GAS ",H1633,"VALVULA DE PALANCA DE 3/4"" INOX PARA GAS ",UND,Inventario
"BUSHIN INOX DE 3/4"" A 1/2""",H1634,"BUSHIN INOX DE 3/4"" A 1/2""",UND,Inventario
"SPRINKLER CROMADO O BLANCO DE 1/2"" NORMADO",H1635,"SPRINKLER CROMADO O BLANCO DE 1/2"" NORMADO",UND,Inventario
PINTURA AMARILLA,H1636,PINTURA AMARILLA,UND,Inventario
FUNDA DE DEJA,H1637,FUNDA DE DEJA,UND,Inventario
LIJA DE AGUA #400 FINA,H1638,LIJA DE AGUA #400 FINA,UND,Inventario
TIJERA PARA CORTAR COBRE,H1639,TIJERA PARA CORTAR COBRE,UND,Inventario
Escalerillas de 10cm ancho y 2.40 alto,H1640,Escalerillas de 10cm ancho y 2.40 alto,UND,Inventario
Codos escalerillas 10 cm ancho,H1641,Codos escalerillas 10 cm ancho,UND,Inventario
"ADAPTADOR HEMBRA DE COBRE DE 1/2""",H1642,"ADAPTADOR HEMBRA DE COBRE DE 1/2""",UND,Inventario
"BROCHA DE 1""",H1643,"BROCHA DE 1""",UND,Inventario
SPRAY COLOR VERDE,H1644,SPRAY COLOR VERDE,UND,Inventario
"CODO COBRE 3/8""X90",H1645,"CODO COBRE 3/8""X90",UND,Inventario
TEE COBRE 3/8,H1646,TEE COBRE 3/8,UND,Inventario
SIFON EDESA TIPO ACORDEON BLANCO PARA LAVAMANOS ,H1647,SIFON EDESA TIPO ACORDEON BLANCO PARA LAVAMANOS ,UND,Inventario
CODO 90,H1648,CODO 90,UND,Inventario
CODO PVC DE 90° X 50MM,H1649,CODO PVC DE 90° X 50MM,UND,Inventario
MODULOS ANDAMIOS ,H1650,MODULOS ANDAMIOS ,UND,Inventario
TACOS FISHER #10,H1651,TACOS FISHER #10,UND,Inventario
"NEPLO 3"" CON DOS PUNTA ROSCA ACERO NEGRO 3”",H1652,"NEPLO 3"" CON DOS PUNTA ROSCA ACERO NEGRO 3”",UND,Inventario
"CODO HN RANURADO 3""X45",H1653,"CODO HN RANURADO 3""X45",UND,Inventario
"RETAZO DE TUBERÍA ACERO NEGRO CED 10 3""",H1654,"RETAZO DE TUBERÍA ACERO NEGRO CED 10 3""",UND,Inventario
TAPON PVC DESAGUE MACHO DE 110MM ,H1655,TAPON PVC DESAGUE MACHO DE 110MM ,UND,Inventario
REDUCCION PVC DESAGUE DE 110MM  A 50MM,H1656,REDUCCION PVC DESAGUE DE 110MM  A 50MM,UND,Inventario
"ADAPTADOR HEMBRA ROSCADO  3"" X 75MM PRESION GRIS",H1657,"ADAPTADOR HEMBRA ROSCADO  3"" X 75MM PRESION GRIS",UND,Inventario
TAPON PVC DESAGUE MACHO DE 50MM,H1658,TAPON PVC DESAGUE MACHO DE 50MM,UND,Inventario
NUDO UNIVERSAL PEGABLE 75MM PRESION GRIS,H1659,NUDO UNIVERSAL PEGABLE 75MM PRESION GRIS,UND,Inventario
VALVULA PEGABLE 75MM PRESION GRIS,H1660,VALVULA PEGABLE 75MM PRESION GRIS,UND,Inventario
TUBO PVC DE 50MM VENTILACION,H1661,TUBO PVC DE 50MM VENTILACION,UND,Inventario
"PASAMURO BLANCO 3""",H1662,"PASAMURO BLANCO 3""",UND,Inventario
"SACABOCADOS 3""",H1663,"SACABOCADOS 3""",UND,Inventario
TUBERIA PVC PRESION GRIS 75MM,H1664,TUBERIA PVC PRESION GRIS 75MM,UND,Inventario
BOMBA SUMERGIBLE ALMACEN CON MANGUERA,H1665,BOMBA SUMERGIBLE ALMACEN CON MANGUERA,UND,Inventario
"PASAMURO BLANCO 1/2""",H1666,"PASAMURO BLANCO 1/2""",UND,Inventario
BROCA 3/8 PARA CONCRETO PARA ROTOMARTILLO,H1667,BROCA 3/8 PARA CONCRETO PARA ROTOMARTILLO,UND,Inventario
"UNION CU SO SO 3/4""",H1668,"UNION CU SO SO 3/4""",UND,Inventario
"TORNILLOS AUTOPERFORANTES  1/2""",H1669,"TORNILLOS AUTOPERFORANTES  1/2""",UND,Inventario
ADAPTADOR TIPO COPA PARA TALADRO,H1670,ADAPTADOR TIPO COPA PARA TALADRO,UND,Inventario
"tornillos #6 x2""",H1671,"tornillos #6 x2""",UND,Inventario
spray rojo,H1672,spray rojo,UND,Inventario
ADAPTADOR TF H H 50 X 32,H1673,ADAPTADOR TF H H 50 X 32,UND,Inventario
"NEPLO INOX 1"" X 15CM",H1674,"NEPLO INOX 1"" X 15CM",UND,Inventario
"CODO INOX 1"" X 90",H1675,"CODO INOX 1"" X 90",UND,Inventario
"BUSHING INOX 1"" X 1/2",H1676,"BUSHING INOX 1"" X 1/2",UND,Inventario
NEPLO CON CINTURA 1/2,H1677,NEPLO CON CINTURA 1/2,UND,Inventario
"REGULADOR 1RA ETAPA 10KG/H 1/2"" ACCESORIOS DE SALIDA",H1678,"REGULADOR 1RA ETAPA 10KG/H 1/2"" ACCESORIOS DE SALIDA",UND,Inventario
"REGULADOR 2DA ETAPA 7KG/H 1/2"" ACCESORIOS PARA SALIDA",H1679,"REGULADOR 2DA ETAPA 7KG/H 1/2"" ACCESORIOS PARA SALIDA",UND,Inventario
ADAPTADOR MACHO TF GAS 20MMX1/2,H1680,ADAPTADOR MACHO TF GAS 20MMX1/2,UND,Inventario
TEFLONES PEQUEÑOS USADOS,H1681,TEFLONES PEQUEÑOS USADOS,UND,Inventario
TUBO CED 40 1/2 ACERO NEGRO,H1682,TUBO CED 40 1/2 ACERO NEGRO,UND,Inventario
"NUDO UNIVERSAL DE COBRE DE 1/2""",H1683,"NUDO UNIVERSAL DE COBRE DE 1/2""",UND,Inventario
