nombre,codigo,descripcion,tipo_unidad,venta,,,
"TUBERIA AZUL PEAD 25 MM X 1,60 ",H1478,"TUBERIA AZUL PEAD 25 MM X 1,60 ",UND,,,,
TAPON PVC MACHO 50 MM,H1479,TAPON PVC MACHO 50 MM,UND,,,,
ADAPTADOR MACHO 3/4 NIBCO,H1480,ADAPTADOR MACHO 3/4 NIBCO,,,,,
MANGUERA FLEXIBLE MONOCOMANDO FV,H1481,MANGUERA FLEXIBLE MONOCOMANDO FV,UND,,,,
TE MECANICA RANURADA 4 X 2 1/2,H1482,TE MECANICA RANURADA 4 X 2 1/2,UND,,,,
REGUALDOR HUMCAR 35K AJUST C7M 610717,H1483,REGUALDOR HUMCAR 35K AJUST C7M 610717,,,,,
LIJA NEGRA #60,H1484,LIJA NEGRA #60,UND,,,,
"TAPA PVC HEMBRA ROSCABLE 1/2""",H1485,"TAPA PVC HEMBRA ROSCABLE 1/2""",UND,,,,
"REDUCCION HN 1 1/2 X 1""",H1486,"REDUCCION HN 1 1/2 X 1""",UND,,,,
BOMBA DE CALOR PARA PISCINA IBAX FULL INVERTER CAPACIDAD DE CALENTAMIENTO ,H1487,BOMBA DE CALOR PARA PISCINA IBAX FULL INVERTER CAPACIDAD DE CALENTAMIENTO ,UND,,,,
TUBO TF 25 MM X 4 M TORO,H1488,TUBO TF 25 MM X 4 M TORO,UND,,,,
TORNILLO TRIPATO 1 1/2,H1489,TORNILLO TRIPATO 1 1/2,UND,,,,
CODO AC CED40 45X1,H1490,CODO AC CED40 45X1,UND,,,,
"CRUZ RANURADA 2 1/2""",H1491,"CRUZ RANURADA 2 1/2""",UND,,,,
BROCA IRVIN METAL 3/8,H1492,BROCA IRVIN METAL 3/8,UND,,,,
TANQUE 10000 LITROS,H1493,TANQUE 10000 LITROS,UND,,,,
PINTURA SPRAY CHIMENEA PRO ALTA,H1494,PINTURA SPRAY CHIMENEA PRO ALTA,UND,,,,
PIOLA N0. 4,H1495,PIOLA N0. 4,UND,,,,
VARILLA CORRUGADA 12 MM,H1496,VARILLA CORRUGADA 12 MM,UND,,,,
REGULADOR DE 1 ERA 10 PSI ROJO,H1497,REGULADOR DE 1 ERA 10 PSI ROJO,UND,,,,
IMPERMEABILIZANTE IMPERPOL NEGRO,H1498,IMPERMEABILIZANTE IMPERPOL NEGRO,UND,,,,
VALVULA ESFERA GAS 1/4 PALANCA H-H GENEBRE,H1499,VALVULA ESFERA GAS 1/4 PALANCA H-H GENEBRE,UND,,,,
"GEOTEXTIL1,5 MTS DE ANCHO ROLLO 300 MTS",H1500,"GEOTEXTIL1,5 MTS DE ANCHO ROLLO 300 MTS",UND,,,,
CALENTADOR ACUMULADOR 40 GALONES,H1501,CALENTADOR ACUMULADOR 40 GALONES,UND,,,,
REDUCCION MH 50MM A 25MM PN25,H1502,REDUCCION MH 50MM A 25MM PN25,UND,,,,
REGULADOR PRIMERA ETAPA 14KL 1/4X1/4 RECA 912 MAS MANOMETRO,H1503,REGULADOR PRIMERA ETAPA 14KL 1/4X1/4 RECA 912 MAS MANOMETRO,,,,,
"TAPON RANURADO 3""",H1504,"TAPON RANURADO 3""",UND,,,,
TAPON HEMBRA AI ROSCABLE 1/2,H1505,TAPON HEMBRA AI ROSCABLE 1/2,UND,,,,
UNION FUSION AZUL 20 POLIMEZ,H1506,UNION FUSION AZUL 20 POLIMEZ,UND,,,,
REDUCCION HN 1 1/4 X 1/2 ,H1507,REDUCCION HN 1 1/4 X 1/2 ,UND,,,,
TEE REDUCIDA 63X25,H1508,TEE REDUCIDA 63X25,UND,,,,
FULMINANTES,H1509,FULMINANTES,UND,,,,
ROCIADOR AUTOCOLGANTE 3/4 GRIS,H1510,ROCIADOR AUTOCOLGANTE 3/4 GRIS,UND,,,,
NEPLO INOX 3/4 X 4,H1511,NEPLO INOX 3/4 X 4,UND,,,,
"VALVULA DE ALIVIO 1""",H1512,"VALVULA DE ALIVIO 1""",UND,,,,
MANOMETRO VERT 1/4 300 PSI WINTERS,H1513,MANOMETRO VERT 1/4 300 PSI WINTERS,UND,,,,
SIERRA 12X10 PARA MAQUINA,H1514,SIERRA 12X10 PARA MAQUINA,UND,,,,
TEE TF ROSCABLE H 32X3/4,H1515,TEE TF ROSCABLE H 32X3/4,UND,,,,
REDUCCION TF HH 25 A 20 TORO,H1516,REDUCCION TF HH 25 A 20 TORO,UND,,,,
TIMBRADOR 30 MTS,H1517,TIMBRADOR 30 MTS,UND,,,,
UNIVERSAL SOLDABLE 75 MM,H1518,UNIVERSAL SOLDABLE 75 MM,UND,,,,
CORTADOR DE TUNO STANLEY 1/8 X 1/8,H1519,CORTADOR DE TUNO STANLEY 1/8 X 1/8,,,,,
"BOMBA HIDRAULICA SUMERGIBLE 5,5 HP 2""",H1520,"BOMBA HIDRAULICA SUMERGIBLE 5,5 HP 2""",UND,,,,
CABLE  ANTIFLAMA 18AWG 2 HILOS PARA SISTEMA CONTRAINCENDIOS 100% COBRE 305,H1521,CABLE  ANTIFLAMA 18AWG 2 HILOS PARA SISTEMA CONTRAINCENDIOS 100% COBRE 305,UND,,,,
SIKA FLEX GRIS,H1522,SIKA FLEX GRIS,UND,,,,
REDUCCION MH 63MM A 25MM PN25,H1523,REDUCCION MH 63MM A 25MM PN25,UND,,,,
TEE MECANICA RANURADA 6 X 2 1/2,H1524,TEE MECANICA RANURADA 6 X 2 1/2,UND,,,,
PRESURIZADOR 1 1/2 HP 127V TRUPER,H1525,PRESURIZADOR 1 1/2 HP 127V TRUPER,UND,,,,
"ADAPTADOR PVC M C40 PEGA/ROSCA 1 1/2"" TGR",H1526,"ADAPTADOR PVC M C40 PEGA/ROSCA 1 1/2"" TGR",UND,,,,
"REGULADOR RECA 10 KG 0,5 PSI",H1527,"REGULADOR RECA 10 KG 0,5 PSI",UND,,,,
TE  LISA 40 MM,H1528,TE  LISA 40 MM,UND,,,,
TEE REDUCIDA 50X20X50 PN 25,H1529,TEE REDUCIDA 50X20X50 PN 25,UND,,,,
BUJE TF 25X20 AZUL,H1530,BUJE TF 25X20 AZUL,UND,,,,
CABLE ACERO 3/8,H1531,CABLE ACERO 3/8,UND,,,,
COPA CARBURO GRA,H1532,COPA CARBURO GRA,UND,,,,
REDUCCION INOX 1/2 X 1/4 MM,H1533,REDUCCION INOX 1/2 X 1/4 MM,UND,,,,
CODO TF 45X20 MM AZUL,H1534,CODO TF 45X20 MM AZUL,UND,,,,
REDUCCION PEGABLE 2X3/4 CAMPANA GOL,H1535,REDUCCION PEGABLE 2X3/4 CAMPANA GOL,UND,,,,
"MEDIDOR DE GAS 6M3-1,5 BARTCL",H1536,"MEDIDOR DE GAS 6M3-1,5 BARTCL",UND,,,,
"PERNO EXPANSIVO 3/8 X 4""",H1537,"PERNO EXPANSIVO 3/8 X 4""",UND,,,,
TORNILLO C/LENTEJA ESTRELLA ,H1538,TORNILLO C/LENTEJA ESTRELLA ,,,,,
LUZ LED CORRIENTE EM0055,H1539,LUZ LED CORRIENTE EM0055,UND,,,,
REDUCCION TF MH 50 A 25,H1540,REDUCCION TF MH 50 A 25,UND,,,,
BUJE PVC 1 1/2 X 1,H1541,BUJE PVC 1 1/2 X 1,UND,,,,
NEPLO ROSCABLE 1 1/4,H1542,NEPLO ROSCABLE 1 1/4,UND,,,,
TAPON MACHO 1 1/4 ULFM,H1543,TAPON MACHO 1 1/4 ULFM,UND,,,,
RELE TERMICO CHINT 2-25,H1544,RELE TERMICO CHINT 2-25,UND,,,,
TROZADORA,H1545,TROZADORA,,,,,
RANURADORA,H1546,RANURADORA,,,,,
PRENSA,H1547,PRENSA,,,,,
TABLEROS PARA ANDAMIOS,H1548,TABLEROS PARA ANDAMIOS,,,,,
ANDAMIOS,H1549,ANDAMIOS,,,,,
REDUCTOTERS,H1550,REDUCTOTERS,,,,,
arandela 3/8,H1551,arandela 3/8,,,,,
ROCIADOR NORMADO ULFM  COLGANTE BLANCO CON EMBELLECEDOR 1/2,H1552,ROCIADOR NORMADO ULFM  COLGANTE BLANCO CON EMBELLECEDOR 1/2,,,,,
SACABOCADOS 110,H1553,SACABOCADOS 110,,,,,
TORNILLO #6 1/2,H1554,TORNILLO #6 1/2,,,,,
BROCA CONCRETO #6,H1555,BROCA CONCRETO #6,,,,,
POLITUBO 3/4 ROLLO,H1556,POLITUBO 3/4 ROLLO,,,,,
CAJETINES HEXAGONALES,H1557,CAJETINES HEXAGONALES,,,,,
POLITUBO DE 1/2,H1558,POLITUBO DE 1/2,,,,,
CABLE ANTIFRAMA 2X18 AWG,H1559,CABLE ANTIFRAMA 2X18 AWG,,,,,
CONECTOR POLITUBO 1/2,H1560,CONECTOR POLITUBO 1/2,,,,,
SOLDADORA CON MÁSCARA,H1561,SOLDADORA CON MÁSCARA,,,,,
HIDROLAVADORA CON MANGUERA ,H1562,HIDROLAVADORA CON MANGUERA ,,,,,
TOMA CORRIENTE DE 2 ENCHUFES,H1563,TOMA CORRIENTE DE 2 ENCHUFES,,,,,
ENCHUFES DE 3 PATAS,H1564,ENCHUFES DE 3 PATAS,,,,,
"LLEVAR RETAZOS DE TUBO DE 1 1/2"" ACERO NEGRO",H1565,"LLEVAR RETAZOS DE TUBO DE 1 1/2"" ACERO NEGRO",,,,,
EQUIPO OXICORTE,H1566,EQUIPO OXICORTE,,,,,
CAUCHO REDUCTOR 2X 1 1/4 PARA LAVANDERIA,H1567,CAUCHO REDUCTOR 2X 1 1/4 PARA LAVANDERIA,,,,,
Sacabocados 1 1/2,H1568,Sacabocados 1 1/2,,,,,
Varilla 12mm acero negro,H1569,Varilla 12mm acero negro,,,,,
Tuerca 3/8,H1570,Tuerca 3/8,,,,,
Pistola para anclar,H1571,Pistola para anclar,,,,,
Taladro,H1572,Taladro,,,,,
Broca 1/2 para metal para taladro,H1573,Broca 1/2 para metal para taladro,,,,,
CODO INOX 1/2”X45 ROSCADO,H1574,CODO INOX 1/2”X45 ROSCADO,,,,,
TAPON DE 1 1/2” MACHO INOX,H1575,TAPON DE 1 1/2” MACHO INOX,UND,,,,
CONTADOR,H1576,CONTADOR,,,,,
CONTADOR,H1577,CONTADOR,,,,,
CONTADOR VOLUMETRICO PARA GAS DOMESTICO,H1578,CONTADOR VOLUMETRICO PARA GAS DOMESTICO,,,,,
ADAPTADOR TF MACHO DE 1 1/2”X50MM,H1579,ADAPTADOR TF MACHO DE 1 1/2”X50MM,,,,,
REDUCCION TF DE 50MM A 40MM,H1580,REDUCCION TF DE 50MM A 40MM,,,,,
ROLLO DE CABLE #14 AWG FLEXIBLE COBRE  COLOR NEGRO,H1581,ROLLO DE CABLE #14 AWG FLEXIBLE COBRE  COLOR NEGRO,,,,,
ROLLO DE CABLE #14 AWG FLEXIBLE COBRE  COLOR BLANCO,H1582,ROLLO DE CABLE #14 AWG FLEXIBLE COBRE  COLOR BLANCO,,,,,
"LLAVE DE CORTE PRUEBAS 1/2""",H1583,"LLAVE DE CORTE PRUEBAS 1/2""",,,,,
AMOLADORA PEQUEÑA,H1584,AMOLADORA PEQUEÑA,,,,,
ROTOMARTILLO,H1585,ROTOMARTILLO,,,,,
ANGULO 1 1/2 X4MM,H1586,ANGULO 1 1/2 X4MM,,,,,
"PERNO EXPANSIVOS 3/8 X 2""",H1587,"PERNO EXPANSIVOS 3/8 X 2""",,,,,
"PLATINA HN 1"" X 2MM",H1588,"PLATINA HN 1"" X 2MM",,,,,
"TORNILLOS CON ROSCA #6 X 1 1/2""",H1589,"TORNILLOS CON ROSCA #6 X 1 1/2""",,,,,
TUERCA #6,H1590,TUERCA #6,,,,,
BUSHIN REDUCTOR INOX DE 1 1/2” A 1”,H1591,BUSHIN REDUCTOR INOX DE 1 1/2” A 1”,,,,,
ADAPTADOR TF DE 32X1” ,H1592,ADAPTADOR TF DE 32X1” ,,,,,
REDUCCION TF DE 40MM A 32MM,H1593,REDUCCION TF DE 40MM A 32MM,,,,,
PUENTE TF DE 20MM ,H1594,PUENTE TF DE 20MM ,,,,,
REDUCCION RANURADA DE 2 1/2” A 1 1/2”,H1595,REDUCCION RANURADA DE 2 1/2” A 1 1/2”,,,,,
TEE TF DE 32MM A 25MM,H1596,TEE TF DE 32MM A 25MM,,,,,
REDUCCION TF DE 32MM A 25MM,H1597,REDUCCION TF DE 32MM A 25MM,,,,,
TUBO DE ABASTO 1/2-1/2 MACHO /HEMBRA,H1598,TUBO DE ABASTO 1/2-1/2 MACHO /HEMBRA,,,,,
TERMOFUSIONADORA CON DADO 25,H1599,TERMOFUSIONADORA CON DADO 25,,,,,
FULMINANTES VERDES,H1600,FULMINANTES VERDES,,,,,
"TORNILLOS PARA MADERA 1""",H1601,"TORNILLOS PARA MADERA 1""",,,,,
SIKA BOOM 300ML,H1602,SIKA BOOM 300ML,,,,,
RETAZOS DE TUBERIA DE 20MM TF,H1603,RETAZOS DE TUBERIA DE 20MM TF,,,,,
COPA PARA TORNILLO AUTOPERFORANTE ,H1604,COPA PARA TORNILLO AUTOPERFORANTE ,,,,,
TAPON TF HEMBRA DE 20MM,H1605,TAPON TF HEMBRA DE 20MM,,,,,
"TEE ranurada de 2""",H1606,"TEE ranurada de 2""",,,,,
CODO DE TF 20X90 PE-AL-PE PARA GAS,H1607,CODO DE TF 20X90 PE-AL-PE PARA GAS,,,,,
"CODO TF DE 20MMX1/2"" PE-AL-PE PARA GAS ",H1608,"CODO TF DE 20MMX1/2"" PE-AL-PE PARA GAS ",,,,,
"TUBO PE-AL-PE DE 1/2"" PARA GAS",H1609,"TUBO PE-AL-PE DE 1/2"" PARA GAS",,,,,
JUEGO DE CAJA DE CLAVOS  Y FULMINATES VERDES,H1610,JUEGO DE CAJA DE CLAVOS  Y FULMINATES VERDES,,,,,
ROCIADOR COLGANTE NORMADO ULFM 1/2,H1611,ROCIADOR COLGANTE NORMADO ULFM 1/2,,,,,
TARRAJAS 1/2,H1612,TARRAJAS 1/2,,,,,
TARRAJAS 3/4,H1613,TARRAJAS 3/4,,,,,
REDUCTOR 1 1/4 A 3/4 AC,H1614,REDUCTOR 1 1/4 A 3/4 AC,,,,,
"CODO ROSCADO HG 90X  1/2""",H1615,"CODO ROSCADO HG 90X  1/2""",,,,,
TUBO TF DE 32MM,H1616,TUBO TF DE 32MM,,,,,
CABLE RARO,H1617,CABLE RARO,,,,,
SAQUILLOS,H1618,SAQUILLOS,,,,,
tablas de madera,H1619,tablas de madera,,,,,
"VALVULA DE ALIVIO DE 1/2"" DE 300 PSI",H1620,"VALVULA DE ALIVIO DE 1/2"" DE 300 PSI",,,,,
"BUSHIN INOX DE 1 1/4"" A 1"" ",H1621,"BUSHIN INOX DE 1 1/4"" A 1"" ",,,,,
"UNION INOX DE 1 1/4""",H1622,"UNION INOX DE 1 1/4""",,,,,
"VALVULA MARIPOSA DE 1/2"" PARA GAS ",H1623,"VALVULA MARIPOSA DE 1/2"" PARA GAS ",,,,,
LLEVAR UNA LLAVE DE TUBO GRANDE,H1624,LLEVAR UNA LLAVE DE TUBO GRANDE,,,,,
"VALVULA DOBLE CHECK O TOMA DE CARGA DE 1 1/4""",H1625,"VALVULA DOBLE CHECK O TOMA DE CARGA DE 1 1/4""",,,,,
"TAPON INOX HEMBRA DE 3/4""",H1626,"TAPON INOX HEMBRA DE 3/4""",,,,,
"VALVULA DE PALANCA DE 1""  PARA GAS",H1627,"VALVULA DE PALANCA DE 1""  PARA GAS",,,,,
"MANGUERA NEGRA REFORZADA DE 1"" PARA TOMA DE CARGA CON ACOPLES MACHO/MACHO DE 1.20 MTS",H1628,"MANGUERA NEGRA REFORZADA DE 1"" PARA TOMA DE CARGA CON ACOPLES MACHO/MACHO DE 1.20 MTS",,,,,
"ACOPLE ACNE DE 1 1/4"" A 1” DE BRONCE",H1629,"ACOPLE ACNE DE 1 1/4"" A 1” DE BRONCE",,,,,
"TAPON INOX MACHO DE 3/4"" ",H1630,"TAPON INOX MACHO DE 3/4"" ",,,,,
"MANGUERA METALICA CON VALVULA POOL DE 1/2"" DE 1.20MTS",H1631,"MANGUERA METALICA CON VALVULA POOL DE 1/2"" DE 1.20MTS",,,,,
"REGULADOR 1ERA ETAPA DE 60 KG/H CON SUS ACOPLES SALIDA A 1/2""",H1632,"REGULADOR 1ERA ETAPA DE 60 KG/H CON SUS ACOPLES SALIDA A 1/2""",,,,,
"VALVULA DE PALANCA DE 3/4"" INOX PARA GAS ",H1633,"VALVULA DE PALANCA DE 3/4"" INOX PARA GAS ",,,,,
"BUSHIN INOX DE 3/4"" A 1/2""",H1634,"BUSHIN INOX DE 3/4"" A 1/2""",,,,,
"SPRINKLER CROMADO O BLANCO DE 1/2"" NORMADO",H1635,"SPRINKLER CROMADO O BLANCO DE 1/2"" NORMADO",,,,,
PINTURA AMARILLA,H1636,PINTURA AMARILLA,,,,,
FUNDA DE DEJA,H1637,FUNDA DE DEJA,,,,,
LIJA DE AGUA #400 FINA,H1638,LIJA DE AGUA #400 FINA,,,,,
TIJERA PARA CORTAR COBRE,H1639,TIJERA PARA CORTAR COBRE,,,,,
Escalerillas de 10cm ancho y 2.40 alto,H1640,Escalerillas de 10cm ancho y 2.40 alto,,,,,
Codos escalerillas 10 cm ancho,H1641,Codos escalerillas 10 cm ancho,,,,,
"ADAPTADOR HEMBRA DE COBRE DE 1/2""",H1642,"ADAPTADOR HEMBRA DE COBRE DE 1/2""",,,,,
"BROCHA DE 1""",H1643,"BROCHA DE 1""",,,,,
SPRAY COLOR VERDE,H1644,SPRAY COLOR VERDE,,,,,
"CODO COBRE 3/8""X90",H1645,"CODO COBRE 3/8""X90",,,,,
TEE COBRE 3/8,H1646,TEE COBRE 3/8,,,,,
SIFON EDESA TIPO ACORDEON BLANCO PARA LAVAMANOS ,H1647,SIFON EDESA TIPO ACORDEON BLANCO PARA LAVAMANOS ,,,,,
CODO 90,H1648,CODO 90,,,,,
CODO PVC DE 90° X 50MM,H1649,CODO PVC DE 90° X 50MM,,,,,
MODULOS ANDAMIOS ,H1650,MODULOS ANDAMIOS ,,,,,
TACOS FISHER #10,H1651,TACOS FISHER #10,,,,,
"NEPLO 3"" CON DOS PUNTA ROSCA ACERO NEGRO 3”",H1652,"NEPLO 3"" CON DOS PUNTA ROSCA ACERO NEGRO 3”",,,,,
"CODO HN RANURADO 3""X45",H1653,"CODO HN RANURADO 3""X45",,,,,
"RETAZO DE TUBERÍA ACERO NEGRO CED 10 3""",H1654,"RETAZO DE TUBERÍA ACERO NEGRO CED 10 3""",,,,,
TAPON PVC DESAGUE MACHO DE 110MM ,H1655,TAPON PVC DESAGUE MACHO DE 110MM ,,,,,
REDUCCION PVC DESAGUE DE 110MM  A 50MM,H1656,REDUCCION PVC DESAGUE DE 110MM  A 50MM,,,,,
"ADAPTADOR HEMBRA ROSCADO  3"" X 75MM PRESION GRIS",H1657,"ADAPTADOR HEMBRA ROSCADO  3"" X 75MM PRESION GRIS",,,,,
TAPON PVC DESAGUE MACHO DE 50MM,H1658,TAPON PVC DESAGUE MACHO DE 50MM,,,,,
NUDO UNIVERSAL PEGABLE 75MM PRESION GRIS,H1659,NUDO UNIVERSAL PEGABLE 75MM PRESION GRIS,,,,,
VALVULA PEGABLE 75MM PRESION GRIS,H1660,VALVULA PEGABLE 75MM PRESION GRIS,,,,,
TUBO PVC DE 50MM VENTILACION,H1661,TUBO PVC DE 50MM VENTILACION,,,,,
"PASAMURO BLANCO 3""",H1662,"PASAMURO BLANCO 3""",,,,,
"SACABOCADOS 3""",H1663,"SACABOCADOS 3""",,,,,
TUBERIA PVC PRESION GRIS 75MM,H1664,TUBERIA PVC PRESION GRIS 75MM,,,,,
BOMBA SUMERGIBLE ALMACEN CON MANGUERA,H1665,BOMBA SUMERGIBLE ALMACEN CON MANGUERA,,,,,
"PASAMURO BLANCO 1/2""",H1666,"PASAMURO BLANCO 1/2""",,,,,
BROCA 3/8 PARA CONCRETO PARA ROTOMARTILLO,H1667,BROCA 3/8 PARA CONCRETO PARA ROTOMARTILLO,,,,,
"UNION CU SO SO 3/4""",H1668,"UNION CU SO SO 3/4""",,,,,
"TORNILLOS AUTOPERFORANTES  1/2""",H1669,"TORNILLOS AUTOPERFORANTES  1/2""",,,,,
ADAPTADOR TIPO COPA PARA TALADRO,H1670,ADAPTADOR TIPO COPA PARA TALADRO,,,,,
"tornillos #6 x2""",H1671,"tornillos #6 x2""",,,,,
spray rojo,H1672,spray rojo,,,,,
ADAPTADOR TF H H 50 X 32,H1673,ADAPTADOR TF H H 50 X 32,,,,,
"NEPLO INOX 1"" X 15CM",H1674,"NEPLO INOX 1"" X 15CM",,,,,
"CODO INOX 1"" X 90",H1675,"CODO INOX 1"" X 90",,,,,
"BUSHING INOX 1"" X 1/2",H1676,"BUSHING INOX 1"" X 1/2",,,,,
NEPLO CON CINTURA 1/2,H1677,NEPLO CON CINTURA 1/2,,,,,
"REGULADOR 1RA ETAPA 10KG/H 1/2"" ACCESORIOS DE SALIDA",H1678,"REGULADOR 1RA ETAPA 10KG/H 1/2"" ACCESORIOS DE SALIDA",,,,,
"REGULADOR 2DA ETAPA 7KG/H 1/2"" ACCESORIOS PARA SALIDA",H1679,"REGULADOR 2DA ETAPA 7KG/H 1/2"" ACCESORIOS PARA SALIDA",,,,,
ADAPTADOR MACHO TF GAS 20MMX1/2,H1680,ADAPTADOR MACHO TF GAS 20MMX1/2,,,,,
TEFLONES PEQUEÑOS USADOS,H1681,TEFLONES PEQUEÑOS USADOS,,,,,
TUBO CED 40 1/2 ACERO NEGRO,H1682,TUBO CED 40 1/2 ACERO NEGRO,,,,,
"NUDO UNIVERSAL DE COBRE DE 1/2""",H1683,"NUDO UNIVERSAL DE COBRE DE 1/2""",,,,,
"ABRAZADERAS TITAN DE 1/2"" PARA GAS ",H1684,"ABRAZADERAS TITAN DE 1/2"" PARA GAS ",,,,,
DETECTOR DE HUMO CONVENCIONAL 4/2 HAGROY,H1685,DETECTOR DE HUMO CONVENCIONAL 4/2 HAGROY,,,,,
ESTACION MANUAL CONVENCIONAL 4/2 HAGROY,H1686,ESTACION MANUAL CONVENCIONAL 4/2 HAGROY,,,,,
LLAVE TF DE 20MM,H1687,LLAVE TF DE 20MM,,,,,
LUZ ESTROBOSCOPICA 24V HAGROY,H1688,LUZ ESTROBOSCOPICA 24V HAGROY,,,,,
TEE TF DE 25MM A 20MM,H1689,TEE TF DE 25MM A 20MM,,,,,
amarraderas plásticas,H1690,amarraderas plásticas,,,,,
PANEL CONVENCIONAL DE 5 ZONAS HAGROY,H1691,PANEL CONVENCIONAL DE 5 ZONAS HAGROY,,,,,
CODO 3/4X90 ACERO NEGRO,H1692,CODO 3/4X90 ACERO NEGRO,,,,,
UNION ACERO NEGRO 1/2 ROSCADA,H1693,UNION ACERO NEGRO 1/2 ROSCADA,,,,,
"CODO ACERO NEGRO 1/2""X90 ROSACADO",H1694,"CODO ACERO NEGRO 1/2""X90 ROSACADO",,,,,
CODO ACERO NEGRO 3/4X90 ROSCADO,H1695,CODO ACERO NEGRO 3/4X90 ROSCADO,,,,,
TEE RANURADA 2 1/2 ACERO NEGRO,H1696,TEE RANURADA 2 1/2 ACERO NEGRO,,,,,
cinta roja,H1697,cinta roja,,,,,
cinta azul,H1698,cinta azul,,,,,
W-40,H1699,W-40,,,,,
REDUCCION PVC DESAGUE DE 75MM A 50MM,H1700,REDUCCION PVC DESAGUE DE 75MM A 50MM,,,,,
